PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
1564,NA,NA,recruit,yes,x (AH/SH),2018.01.23,NA,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X1_C1,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1565,Corallina vancouveriensis,sequence match 99% to Corallina vancouveriensis in BLAST (NCBI) + confirmation by psbA Mastertree,recruit,yes,x (AH/SH),2018.01.23,2018.01.26,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X1_C3,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1566,Bossiella frondifera,sequence match 100% to Bossiella frondifera in BLAST (NCBI),Bossiella frondifera,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X2_C; weird,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1567,Bossiella plumosa,sequence match 99% to Bossiella plumosa in BLAST (NCBI),Bossiella frondifera,yes,x (AH/SH),2018.01.16,2018.02.09,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X2_C; typical,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1568,Bossiella frondifera,sequence match 99% to Bossiella frondifera in BLAST (NCBI),Bossiella manzae,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X2_C,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1569,NA,NA,Bossiella plumosa,yes,x (AH/SH),2018.01.16,2018.02.09,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X2_C,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1570,NA,NA,Lithothamnion sp.,yes,x (AH/SH),2018.01.23,2018.01.26,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X3_A,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1571,Bossiella frondifera,Bossiella frondifera from psbA gene tree,Bossiella frondifera,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X4_B,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1572,Bossiella plumosa,Bossiella plumosa from psbA gene tree,Bossiella plumosa,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X4_B,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1573,Bossiella frondifera,sequence match 99% to Bossiella frondifera in BLAST (NCBI),Bossiella manzae,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X4_B,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1574,NA,NA,Petalonia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"Coralline X North Beach Site, Hakai",2017,X5_A,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1575,Chamberlainium tumidum,sequence match 99% to Spongites tumidum in BLAST (NCBI),Chamberlainium tumidum,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,X9_A,NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1576,Bossiella frondifera,Bossiella frondifera from psbA gene tree,Bossiella frondifera,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,"X9_A: ""1""",NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1577,NA,Messy sequence,Bossiella frondifera,yes,x (AH/SH),2018.01.16,2018.01.18,NA,NA,NA,NA,NA,NA,Red,"Coralline X North Beach Site, Hakai",2017,"X9_A; ""2""",NA,NA,NA,NA,51.665693,-128.135361,NA,NA,NA
1578,NA,NA,Brown crust,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"Coralline X North Beach Site, Hakai",2017,X_,NA,NA,NA,NA,51.665693,-128.135361,Sam Starko,NA,NA
1579,NA,NA,Desmarestia ligulata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"West Beach Boulders, Calvert island",26-Jul-17,thin and branched,A93217,NA,"Subtidal, 5.5m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1580,NA,NA,Desmarestia latissima,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"West Beach Boulders, Calvert island",26-Jul-17,Broad,A93218,NA,"Subtidal, 3.5m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1581,NA,NA,Desmarestia aculeata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,"West Beach Boulders, Calvert island",26-Jul-17,NA,A93219,NA,"Subtidal, 3m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1582,Scinaia confusa,sequence match 100% with Scinaia confusa in BOLD,Scinaia confusa,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Bench, Calvert Island",26-Jul-17,NA,A93220,NA,"Low intertidal, epilithic",NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1583,Hymenena kylinii,sequence match 100% with Hymenena kylinii in BOLD; also match to Hymenena sp.GWS002901 in NBC1,Hymenena flabelligera,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Boulders, Calvert Island",26-Jul-17,Under Egregia,A93221,NA,Lower mid-intertidal,NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1584,Ptilota filicina,sequence match 99.85% with Ptilota filicina in BOLD,Ptilota sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Boulders, Calvert Island",26-Jul-17,Finely branched,A93222,NA,Lower mid-intertidal,NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1585,Odonthalia floccosa f. comosa,sequence match 100% with Odonthalia floccosa f. comosa,Odonthalia floccosa forma comosa,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Bench, Calvert Island",26-Jul-17,On mussel,A93223,NA,mid intertidal,NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1586,NA,sequencing failed,Lithophyllum dispar,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"North Beach Boulders, Calvert Island",26-Jul-17,On Osmundea,A93224,NA,Lower mid-intertidal,NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1587,Pterocladiella caloglossoides,sequence match 100% with Pterocladiella caloglossoides in BOLD,Pterocladiella sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Boulders, Calvert Island",26-Jul-17,NA,A93225,NA,"Low intertidal, epilithic",NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1588,Corallina sp.1 frondescens,sequence match 100% with Corallina frondescens in BOLD,Corallina sp.1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Bench, Calvert Island",26-Jul-17,NA,A93226,NA,"Low, under overhanging rock",NA,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1589,Neopolyporolithon reclinatum,sequence match 100% with Neopolyporolithon reclinatum in BOLD,Neopolyporolithon reclinatum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"North Beach Bench, Calvert Island",26-Jul-17,On Bossiella reptans,A93227,NA,Low intertidal,yes,51.66541,-128.13533,Patrick T. Martone,NA,Patrick T. Martone
1590,NA,sequencing failed,Bossiella mayae,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"Growing at base of kelp holdfast, covered in Platysiphonia decumbens",A93228,NA,"Subtidal, 5.5m",NA,51.66541,-128.13533,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1591,Bossiella sp. 1 chiloensis,"ID'd by PTM psbA tree, also close to californica/sp.1 chiloensis; sequence match 99% psba with many Bossiellas eg. JQ422194.1 , KJ637840.1",Bossiella hakaiensis,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Pisco site, Calvert Island",27-Jul-17,Under Saccharina sessilis,A93229,NA,Low intertidal,NA,51.66664,-128.135,Patrick T. Martone,NA,Patrick T. Martone
1592,Bossiella hakaiensis,ID'd by PTM psbA tree; sequence match 99% psba with many Bossiellas eg. KT782255.1 (hakaiensis),Bossiella sp.,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Smaug channel, Calvert Island",27-Jul-17,NA,A93230,NA,"Mid intertidal, tidepool",NA,51.66664,-128.135,Patrick T. Martone,NA,Patrick T. Martone
1593,Bossiella californica,sequence match 100% psba to KJ637790.1,Bossiella californica,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Pisco site, Calvert Island",27-Jul-17,Under Saccharina sessilis,A93231,NA,Low intertidal,NA,51.66664,-128.135,Patrick T. Martone,NA,Patrick T. Martone
1594,NA,"sequence failed (messy), PTM psbA tree somewhat inconclisive; sequence match 99% psba with many Bossiellas eg. KJ 637790.1 (californica)",Bossiella californica,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Pisco site, Calvert Island",27-Jul-17,"Under Saccharina sessilis, fronds spreading outward in prostrate ring, photo",A93232,NA,Low intertidal,NA,51.66664,-128.135,Patrick T. Martone,NA,Patrick T. Martone
1595,NA,sequencing failed (messy),Neopolyporolithon reclinatum,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Smaug channel, Calvert Island",27-Jul-17,On Johansenia macmillanii,A93233,NA,"Low intertidal, tidepool",NA,51.66664,-128.135,Patrick T. Martone,NA,Patrick T. Martone
1596,NA,NA,Lithothamnion phymatodeum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,"On brachiopod, sample to MarineGEO (BAK0984), SPECIMEN PRESERVED BY INVERT TEAM; Only 1 copy, sent to Matt for BOLD",NA,only photo voucher,"Subtidal, 9m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1597,NA,sequencing failed (messy),Chiharaea americana,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,Photo 3,A93234,NA,"Subtidal, 7m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1598,NA,sequencing failed,Crusticorallina adhaerens,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,Photo 1,A93235,NA,"Subtidal, 7m",yes,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1599,NA,sequencing failed,Lithothamnion phymatodeum,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,Overgrowing shell,A93236,NA,"Subtidal, 7m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1600,Calliarthron tuberculosum,sequence match 100% with Calliarthron tuberculosum in BOLD,Calliarthron tuberculosum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"Spindly, Nereocystis bed",A93237,NA,"Subtidal, 5.5m",NA,51.6495,-128.1554,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1601,NA,NA,Neopolyporolithon reclinatum,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"On Calliarthron; Only 1 copy, sent to Matt for BOLD",A93238,NA,"Subtidal, 5.5m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1602,NA,sequencing failed (messy),Bossiella hakaiensis,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,Under Nereocystis,A93239,NA,"Subtidal, 5.5m",NA,51.6495,-128.1554,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1603,Bossiella sp. 1chiloensis,sequence match 100% with Bossiella sp. 1chiloensis in BOLD,Bossiella chiloensis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"Growing with PTM1602, Under Nereocystis",A93240,NA,"Subtidal, 5.5m",NA,51.6495,-128.1554,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1604,Bossiella schmittii,sequence match 100% with Bossiella schmittii in BOLD; confirmed with NCBI,Bossiella californica,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,Under Nereocystis,A93241,NA,"Subtidal, 5.5m",NA,51.6495,-128.1554,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1605,NA,NA,Halocystis phase of Derbesia,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,On Lithothamnion phymatodeum rhodolith,A93242,NA,"Subtidal, 8.9m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1606,NA,"Likely Lithothamnion sp.1 by psbA tree; sequencing failed? (messy-ish), sequence match 94% to Lithothamnion sp. (KX828416.1)",Lithothamnion phymatodeum,yes,x (BOLD),NA,2018.07.24 (JL),X (JL),NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,On shell / rhodolith?,A93243,NA,"Subtidal, 8.9m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1607,Microcladia coulteri,sequence match 100% with Microcladia coulteri in BOLD,Microcladia coulteri,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"4th Beach, Calvert Island",28-Jul-17,NA,A93244,NA,Cast ashore,NA,51.642,-128.156,PTMartone,NA,Patrick T. Martone
1608,NA,contaminated,Chiharaea americana,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,Overgrowing shells,A93245,NA,"Subtidal, 8.9m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1609,Mazzaella minima,sequence match 100% with Mazzaella minima in BOLD,Rhodymenia sp.,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"On cobble with Lithothamnion phymatodeum, in Nereocystis bed",A93246,NA,"Subtidal, 6m",NA,51.6495,-128.1554,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1610,Hymenena fryeana,sequence match 100% with Hymenena fryeana in BOLD,Rhodymenia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"On Pterygophora stipe, in Macrocystis bed",A93247,NA,"Subtidal, 3.5m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1611,NA,sequencing failed,Lithothamnion phymatodeum,yes,x (BOLD),NA,2018.07.24 (JL),NA,NA,NA,NA,NA,NA,Red,"Mouth of Kwakshua channel, Calvert Island",26-Jul-17,On granite with Chiharaea americana,A93248,NA,"Subtidal, 6.8m",NA,51.65545,-127.9603,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1612,NA,NA,Crusticorallina adhaerens,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert island",26-Jul-17,"On cobble in Macrocystis bed; Only 1 copy, sent to Matt for BOLD",A93249,NA,"Subtidal, 3m",NA,51.6492,-128.1519,Ondine Pontier and Tanya Prinzing,NA,Patrick T. Martone
1613,Ahnfeltia fastigiata,sequence match 100% with Ahnfeltia fastigiata in BOLD,Ahnfeltia fastigiata,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,West side of Potts Island,28-Jul-17,"Just outside seagrass bed, forming extensive mat",A93250,NA,"Shallow subtidal, -1m",NA,52.1168,128.3751,Erin Reichsteiner,NA,Patrick T. Martone
1614,NA,sequencing failed,Gracilaria sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),NA,NA,Red,"McMullens islands, North",28-Jul-17,"On sand in seagrass, MarineGEO location FHAK11",A93251,NA,Shallow subtidal,NA,52.0607,128.41402,Ben Millard-Martin,NA,Patrick T. Martone
1615,Mastocarpus latissimus,sequence match 100% with Mastocarpus latissimus in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On bedrock surrounded by sand, Photo M1_1",A93252,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1616,NA,sequencing failed,Petrocelis,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On bedrock surrounded by sand, resembling Hildenbrandia, Photo M1_1",A93253,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1617,Hildenbrandia occidentalis,sequence match 100% with Hildenbrandia occidentalis in BOLD,Petrocelis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On bedrock surrounded by sand, resembling Hildenbrandia, Photo M1_2and3",A93254,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1618,Besa papillaeformis,sequence match 100% match rbcL to GQ338146.1,Hildenbrandia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On bedrock surrounded by sand, very thick, Photo M1_4",A93255,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1619,Mastocarpus vancouveriensis,sequence match 100% with Mastocarpus vancouveriensis in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On rock surrounded by sand, photo M2_1",A93256,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1620,Hildenbrandia occidentalis,sequence match 100% with Hildenbrandia occidentalis in BOLD; no robust NCBI match,Hildenbrandia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"At base of rock surrounded by sand, extensive, photo M2_3and4",A93257,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1621,Ahnfeltiopsis leptophylla,100% match rbcL GQ338147.1,Ahnfeltia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"At base of rock surrounded by sand, wiry, photo M2_5",A93258,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,Patrick T. Martone
1622,Mastocarpus latissimus,sequence match 100% with Mastocarpus latissimus in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"Within 9m quad, photo M3_1",A93259,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1623,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Petrocelis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"0.5m below 9m quad, adjacent PTM1624, photo M3_2",A93260,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1624,NA,sequencing failed,Petrocelis,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"0.5m below 9m quad, adjacent PTM1623, photo M3_3",A93261,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1625,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"0.5m below 9m quad, photo M3_4",A93262,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1626,Mastocarpus intermedius,sequence match 99.85% with Mastocarpus intermedius,Petrocelis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"0.5m below 9m quad, green-yellowish, photo M3_5",A93263,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1627,Mastocarpus intermedius,sequence match 99.85% with Mastocarpus intermedius,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"Within 10m quad, photo M4_1",A93264,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1628,Hildenbrandia occidentalis,sequence match 99% rbcL with AF534404.1,Hildenbrandia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"0.5m higher than 10m low quad, on vertical rock, photo M4_2",A93265,NA,Lower mid-intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1629,NA,contaminated,Hildenbrandia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"Within 11m quad, photo M4_3",A93266,NA,Low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,Patrick T. Martone
1630,NA,sequencing failed,Hildenbrandia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"By Neorhodomela larix, thick black, photo M5_1",A93267,NA,Upper low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1631,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"1m from PTM1630, photo M5_2",A93268,NA,Upper low intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1632,Mastocarpus sp.,sequence match 100% rbcL to HQ437877.1 (alaskensis) and GQ338138.1 (papillatus),Mastocarpus sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"Broad and dichotomous, photo M6_1",A93269,NA,mid intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1633,Hildenbrandia sp. 2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD; confirmed with tree,Hildenbrandia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"Adjacent to PTM1632, photo M6_2",A93270,NA,mid intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1634,Hildenbrandia sp. 2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD; confirmed with tree,Hildenbrandia occidentalis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"In patches among barnacles, zonate tetrasporangia, deep and narrow conceptacles, photo M7_1",A93271,NA,Upper mid intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1635,Mastocarpus alaskensis,sequence match 100% with Mastocarpus alaskensis in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"5th Beach monitoring site, Calvert Island",28-Jul-17,"2m shoreward of PTM1634, photo M7_2and3",A93272,NA,Upper mid intertidal,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA
1636,Hildenbrandia occidentalis,sequence match 99.69% with Hildenbrandia occidentalis in BOLD; no robust NCBI match,Hildenbrandia sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"Between 4th and 5th Beach, Calvert island",28-Jul-17,"On wave-washed rock surrounded by sand, photo M8_1",A93273,NA,Low intertidal,NA,51.642,-128.156,Patrick T. Martone,NA,NA
1637,Mastocarpus alaskensis,sequence match 99.85% with Mastocarpus alaskensis in BOLD,Petrocelis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"In mid-zone transect by west bolt, photo M9_1",A93274,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
1638,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"0.5m below PTM1637 and west transect bolt, photo M9_2",A93275,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
1639,Hildenbrandia occidentalis,sequence match 99% rbcL to AF534404.1,Hildenbrandia sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),X (JL),NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"1m west of mid transect, photo M10_1",A93276,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
1640,NA,sequencing failed,Mastocarpus sp.,yes,x (BOLD),NA,NA,NA,NA,NA,2018.07.31 (JL),NA,NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"0.5m from PTM1639, photo M10_2",A93277,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
1641,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"Growing out of crust at base of boulder with PTM1642, photo M11_1",A93278,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
1642,Mastocarpus rigidus,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,"West Beach Boulders, Calvert Island",28-Jul-17,"Growing out of crust at base of boulder with PTM1641, photo M11_1",A93279,NA,mid intertidal,NA,51.65135,-128.14308,Patrick T. Martone,NA,NA
